	S14	S71	S13	S79	S20	S91	S78	S26	S53	S8	S84	S28	S76	S31	S69	S94	S75	S77	S57	S11	S96	S47	S68	S40	S97	S80	S37	S58	S98	S63	S36	S45	S2	S15	S88	S32	S21	S55	S70	S19	S23	S17	S51	S56	S10	S9	S64	S44	S41	S48	S87	S7	S92	S29	S38	S59
S96	0.623600618665634	0.699914940631092	0.596033855576161	0.641363910715614	0.608263823356316	0.609080426066102	0.639790344915603	0.603474422743955	0.585149685356021	0.607649611786906	0.694533833156203	0.655950322084663	0.644419463517677	0.62131853957263	0.657066365024395	0.61246103559964	0.626298266181811	0.68842263534621	0.67605609182075	0.629066882813843	0	0.66313302379766	0.65066945615581	0.63848310552693	0.633206022689485	0.658374509600789	0.700742368610551	0.637325769844061	0.588303098314617	0.646736100969436	0.633579798173449	0.633579287745502	0.629080863509223	0.626376822208621	0.675196143574167	0.603508448606442	0.640799462265726	0.615850309897193	0.641497385100445	0.624946042397847	0.614291627807394	0.627089476658265	0.613667102184076	0.608600679447539	0.64171477237169	0.607746806430462	0.610288981078763	0.622576797826881	0.64667988035196	0.668521013041011	0.596338023839545	0.632143077832328	0.59286775621339	0.617573077640493	0.622203039130006	0.614442631582509
S47	0.615900420409362	0.626634251755808	0.633819439876371	0.600798699788816	0.626123292702026	0.618930283794568	0.597137090884942	0.623471217515149	0.643062386940009	0.637426621304812	0.630408240354799	0.604989240657466	0.614648292184653	0.600391493743621	0.591053484238634	0.612777088453645	0.612544289665803	0.617571334837343	0.605235233205785	0.603257538768514	0.66313302379766	0	0.600913749322488	0.593607763785018	0.619232804605645	0.603792160823185	0.606151344046531	0.596446590400453	0.630056884471248	0.610454490747645	0.610792231210547	0.571739270067417	0.618480028003505	0.599357885652719	0.621115631624615	0.604481672553043	0.648164797538824	0.624097681387142	0.584828942043272	0.630724415761314	0.625524549777739	0.611320654797211	0.657233270644564	0.618772435572966	0.611163711137256	0.630814040404528	0.604797564057597	0.576604025919429	0.58929843337932	0.529340293971052	0.629321168786834	0.607962575105711	0.622129821632465	0.60646229961399	0.611083228744448	0.616543367945509
S68	0.607753078512313	0.633314801405843	0.629487165826993	0.59819757796107	0.612385727654839	0.629719009853832	0.609225773147788	0.617317164801247	0.643090762425213	0.629799027434021	0.627850153098169	0.602382681978271	0.610559370345054	0.614430504748186	0.567738957750647	0.607143443287367	0.593629338212528	0.627518397402707	0.578118300887075	0.597902432214847	0.65066945615581	0.600913749322488	0	0.596889025087562	0.607353134114945	0.582043396661205	0.617460784854832	0.582902495507432	0.623567311413638	0.60110744779908	0.598729828267247	0.608303363050557	0.637602238623385	0.595855835044626	0.633718944751882	0.60289906059323	0.64021737080347	0.634170770238642	0.595292129072149	0.603690011182316	0.607324306549622	0.605037158146904	0.651918723775692	0.61791040123968	0.603372905913556	0.613889559532773	0.617639816223814	0.606267314270818	0.58351715495872	0.606247318757074	0.61893161849935	0.617235543254927	0.624433647753227	0.623693586499335	0.613467972676899	0.59128121507708
S40	0.609292310591842	0.62901817196282	0.61902627106963	0.594598801456107	0.620691451671075	0.602228857548449	0.607755394216935	0.606749508924083	0.634450173581999	0.616867799942194	0.629916430280741	0.599186329219877	0.606773577860624	0.614549165537954	0.609216631353109	0.597552216222866	0.587816398623764	0.626168834401084	0.609758520047056	0.600927241600608	0.63848310552693	0.593607763785018	0.596889025087562	0	0.603576489709645	0.606490161960688	0.601387964830097	0.602537438775734	0.611959735398221	0.599092638836704	0.581855468505779	0.597876397121279	0.633240648244969	0.603968237822683	0.619737140561277	0.592724712028811	0.634798642038198	0.624472985368939	0.606192374114847	0.600224829891902	0.607785358174293	0.60148240932533	0.639828544854358	0.616951610726283	0.611102258023556	0.603916781319999	0.615116546828123	0.595822226385193	0.56555813346934	0.597065655033854	0.598435766520712	0.626643913782853	0.600738983447385	0.613407887252041	0.573439925239819	0.601851900039282
S97	0.648332656412468	0.593481962220928	0.652470580450632	0.604983403861842	0.635661769945824	0.615051317574456	0.624546164590919	0.640678318513896	0.643180781210391	0.654225939520273	0.595243240291532	0.613480046815111	0.598105549380607	0.651361258821536	0.610128023242015	0.596851923797966	0.624217067098126	0.597791451840473	0.595950241099507	0.634172043043406	0.633206022689485	0.619232804605645	0.607353134114945	0.603576489709645	0	0.614907043140254	0.59075063148284	0.606280299549984	0.596037817770007	0.612997360668772	0.611006712924964	0.613574413499439	0.656549421893764	0.620548597522196	0.599801383442761	0.618595376799516	0.625973144978344	0.640676259295738	0.623244497809353	0.625780069163292	0.618483708836991	0.635430666760948	0.663248495824479	0.635882807677189	0.618511233842437	0.633656072295366	0.64608014065199	0.62371440640353	0.612234140055428	0.620959012357644	0.607161609631864	0.646285547749589	0.595033755783035	0.647165698138872	0.616272261832465	0.598581426777545
S80	0.627492767958821	0.624238389221747	0.64385675737407	0.586296798754112	0.645809450465808	0.638735145059293	0.616803427274058	0.631142109673423	0.663318620717306	0.647391380694369	0.613866470997237	0.595582418929	0.602377629064914	0.628101248810239	0.609713334739704	0.62434629620042	0.612390565612357	0.6096254862404	0.587657058986327	0.589625001771645	0.658374509600789	0.603792160823185	0.582043396661205	0.606490161960688	0.614907043140254	0	0.617419149483405	0.588209241627992	0.641184585746244	0.60252196456161	0.61146561263027	0.625447294469668	0.660902828099997	0.612724307695107	0.638508542766877	0.61540751200312	0.663768409240464	0.653175866908508	0.617806776826645	0.597609654351489	0.611469483978776	0.618371335683338	0.661077763006401	0.634483164708456	0.615067267070619	0.630952998691245	0.642568552855896	0.63765215421099	0.581805685437274	0.615110993302396	0.63876115616228	0.646790939804322	0.643518598021156	0.638066573673237	0.606505543578259	0.602516195370511
S37	0.650567293688044	0.58174964585997	0.674093896912183	0.60734135995305	0.667633160242157	0.637230737447875	0.625530787490012	0.663755191818444	0.662656279931929	0.665212490041294	0.578343410873955	0.607896829568089	0.601117333575769	0.657470823087026	0.608987133822693	0.632394730647966	0.638064814184083	0.599208145382197	0.593626009217222	0.631964947565193	0.700742368610551	0.606151344046531	0.617460784854832	0.601387964830097	0.59075063148284	0.617419149483405	0	0.622850698712635	0.64677869339129	0.635116217453892	0.604827487679972	0.612976150402011	0.662335371125429	0.631746784908549	0.576483030675468	0.645961717355554	0.645573981715698	0.646834422455077	0.6251828886668	0.652423528683954	0.64787837938859	0.647421951243511	0.681153110864139	0.646144136981743	0.629880883432288	0.649191477504437	0.666485206423832	0.63432722623781	0.601467893100899	0.615765978751871	0.622445461129562	0.657434643153413	0.646939976508303	0.659671844656307	0.620078026903356	0.642736941082758
S58	0.602893883122044	0.631658792718454	0.610488102031922	0.593828928664903	0.600238558174888	0.607123518492569	0.611311360477201	0.601218520910323	0.618678870875973	0.610928975543428	0.627614956702361	0.610671601764741	0.608452190728076	0.612986938227231	0.604429248594696	0.601493194778649	0.59257533287016	0.628112270280623	0.555397909589387	0.578267890756401	0.637325769844061	0.596446590400453	0.582902495507432	0.602537438775734	0.606280299549984	0.588209241627992	0.622850698712635	0	0.613674625052211	0.577638133736316	0.593840812975999	0.58549490465588	0.619143314835099	0.595776924262376	0.616551291019535	0.596813803161546	0.62486095898716	0.60896476259185	0.59216482998274	0.606509651025535	0.60421113559871	0.604857340614493	0.626599425140172	0.590222487137685	0.576263773715955	0.599311705252296	0.601393061065651	0.590127461270199	0.596306556955453	0.606374374748832	0.604975276128271	0.600084498551088	0.61129999990325	0.608257019346788	0.589938513244949	0.560243940582219
S98	0.611518834687797	0.654026526313737	0.607245808626177	0.616617164422071	0.596207630826635	0.587758776856699	0.619738228655468	0.602986608036748	0.601555468159684	0.616693965672053	0.652388824507339	0.615168970772714	0.62609084809194	0.61809950919578	0.626431636206371	0.585968394741909	0.612685220496528	0.660689271082552	0.638345251950851	0.612350361911444	0.588303098314617	0.630056884471248	0.623567311413638	0.611959735398221	0.596037817770007	0.641184585746244	0.64677869339129	0.613674625052211	0	0.61915106312855	0.61295776750817	0.61356974115283	0.62185170325059	0.606985106772993	0.628321646826371	0.595310916169658	0.625430802070908	0.600274233298813	0.61453379907475	0.621980731437423	0.602535936852956	0.615007424367047	0.624127634309882	0.584518150200601	0.611376956801737	0.600984818778736	0.610608559899125	0.602060622157245	0.623415937565989	0.627357418675298	0.587581503937736	0.626115575580031	0.565267162891723	0.620727964474657	0.610464460678002	0.608622113004053
S63	0.621851221476137	0.643269055890326	0.625008490280984	0.598906857561171	0.626785368313143	0.614584885733465	0.615892446763753	0.617024427552215	0.651018475437739	0.643013994478698	0.637985946659877	0.614535344675901	0.601774095668284	0.622577329382695	0.605718759078943	0.602058743690023	0.592106768061779	0.638933575551687	0.602520704040652	0.616769180246346	0.646736100969436	0.610454490747645	0.60110744779908	0.599092638836704	0.612997360668772	0.60252196456161	0.635116217453892	0.577638133736316	0.61915106312855	0	0.602094480157697	0.600614898095156	0.643555974883808	0.60250415260047	0.653144485136851	0.599006306634695	0.648629130340676	0.636119952897432	0.621508798608332	0.613339937278794	0.62256288373205	0.617842357811125	0.650030736240759	0.629897089282989	0.636783713238699	0.621544151201556	0.622401107033988	0.6037667537933	0.596434351537342	0.617933970518274	0.616598804106011	0.623602443000961	0.61461179990288	0.619546256477139	0.608440941651251	0.568857179973547
